"Juris_ISO","Jurisdiction","ISO_code","gmw_area_2020_ha","gmw_area_2020_wdpa_ha","jurisdiction_area_ha","Shoreline_length_m","Mangrove_shoreline_length_m","mean_agb_Mg_ha","mean_abovegroundcarbon_MtCO2e_ha","mean_SOC_MgC_ha","mean_soilcarbon_MtCO2e_ha","protection_num_people","protection_property_USD_billion","ramsar_num_sites","total_abovegroundcarbon_storage_MtCO2e","total_belowgroundcarbon_storage_MtCO2e","total_carbon_storage_MtC02e","Country","WB_CODE","WB_REGION","TERRITORY1","ISO_TER1","SOVEREIGN1","ISO_SOV1","GDP_year","GDP_annualgrowth","GDP_dollarvalue","GDP_pc","GNIPC_21","WGI_control_corruption","WGI_rule_of_law","WGI_governance_effectiveness","fishing_pressure_median","mangrove_attractions","total_pop","fishing_pressure_median_medgap","fishing_pressure_median_mingap","fishing_pressure_median_maxgap","fisher_days_yr"
"Gabon_GAB","Gabon","GAB",174399.2428,91454.01982,26165413.6591877,4046989.39,1971582.1099715,257.214019775391,0.000469948286202062,409.096252441406,0.00165452433759888,392.628240885378,0.008,4,81.9586252687973,288.547791671416,370.506416940213,"Gabon","GAB","Sub-Saharan Africa","Gabon","GAB","Gabon","GAB",2022,3.036941861,39348092301,8635,12860,-0.85,-0.7,-0.78,178,1,2388992,178,178,178,310430.652184
"Galapagos_ECU","Galapagos","ECU",5021.397568,5021.397568,803466.963490245,1523421.876,586038.5638977,86.5614910888267,0.000158153993409115,269.698128336066,0.00109075092835469,1889.0749263544,0.013,0,0.794154077874018,5.47709405893397,6.27124813680799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia_GMB","Gambia","GMB",61055.8383,26853.7673,1062601.02742918,1197857.866,1068096.06763222,34.3400211334229,6.27416580709209e-05,286.274871826172,0.00115779291512146,7956.95294958168,0.007,3,3.83074452985204,70.6900170105415,74.5207615403936,"Gambia","GMB","Sub-Saharan Africa","Gambia","GMB","Gambia","GMB",2022,4.92372751,6791578580,772,2230,-0.36,-0.39,-0.64,376,12,2705992,376,376,376,229569.952008
"Ghana_GHA","Ghana","GHA",17808.88238,8696.801585,23861737.2512164,638304.883,56715.811401,59.7889709472656,0.000109238697233488,157.429794311523,0.000636699614325865,51561.5099196957,0.121,5,1.94541911037562,11.3389085429207,13.2843276532963,"Ghana","GHA","Sub-Saharan Africa","Ghana","GHA","Ghana","GHA",2022,3.239706263,2.18e+11,2363,5850,-0.11,-0.08,-0.15,8418,1,33475870,8418,8418,8418,1499151.7187484
"Gilbert Islands_KIR","Gilbert Islands","KIR",142.53615,10.99841393,36358.3100003605,1325894.11,14365.827824,86.5614910888267,0.000158153993409115,269.698128336066,0.00109075092835469,0,0,1,0.0225426613276606,0.155471437936603,0.178014099264264,"Kiribati","KIR","East Asia & Pacific","Gilbert Islands","KIR","Kiribati","KIR",2022,1.5625,310327796,1606,3860,0.28,0.89,-0.01,NA,11,131232,379,1,8418,540.2120085
"Grenada_GRD","Grenada","GRD",192.5528524,56.2574299,35877.2555041739,231553.6605,23000.110182,61.0722465515137,0.000111583332924295,327.01611328125,0.00132256434758789,0,0,1,0.0214856890348718,0.254663537610593,0.276149226645465,"Grenada","GRD","Latin America & Caribbean","Grenada","GRD","Grenada","GRD",2022,5.80000089,2130831415,9010,14060,0.52,0.51,0.03,NA,8,125438,379,1,8418,729.775310596
"Guadeloupe_GLP","Guadeloupe","GLP",3419.299933,3257.655394,164974.566758275,501156.2181,130767.9171579,86.5614910888267,0.000158153993409115,448.684661865234,0.00181463332536804,1889.0749263544,0.013,1,0.540775939067469,6.20477560785051,6.74555154691798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guam_GUM","Guam","GUM",52.24856297,40.71374943,55005.7804963452,205341.8643,10830.206629,421.566589355469,0.000770232106168443,269.698128336066,0.00109075092835469,0,0,0,0.0402435207006576,0.0569901685647258,0.0972336892653834,"Guam","GUM","East Asia & Pacific","Guam","GUM","United States","USA",2021,1.058095428,6.12e+09,35904,NA,1.33,1.21,0.7,NA,11,171774,379,1,8418,198.0220536563
"Guatemala_GTM","Guatemala","GTM",24898.08485,11544.25654,10823671.4152653,653220.0402,282947.6941828,75.8322000503538,0.000138550816490157,251.316864013672,0.00101641084580505,45.0728449235367,0.001,3,3.4496499850087,25.3066834813145,28.7563334663232,"Guatemala","GTM","Latin America & Caribbean","Guatemala","GTM","Guatemala","GTM",2022,4.118004169,1.88e+11,5025,9610,-1.17,-1.09,-0.75,4067,6,17357886,4067,4067,4067,1012605.1108495
"Guinea-Bissau_GNB","Guinea-Bissau","GNB",267552.0211,110851.6782,3374139.34407543,7928164.079,6875483.0454122,56.7701123555501,0.00010372302813154,291.549163818359,0.00117912394519714,12353.8599584649,0.038,3,27.7513058112056,315.476994664901,343.228300476107,"Guinea-Bissau","GNB","Sub-Saharan Africa","Guinea-Bissau","GNB","Guinea-Bissau","GNB",2022,3.500049592,4612114376,795,2020,-1.3,-1.44,-1.42,111,11,2105566,111,111,111,296982.743421
"Guinea_GIN","Guinea","GIN",218457.6154,57126.477,24470795.8909464,4715736.369,4244168.71951971,124.286383310954,0.000227080051414925,241.926071166992,0.000978431286663512,70858.3936701541,0.073,4,49.6073665370138,213.745765717265,263.353132254279,"Guinea","GIN","Sub-Saharan Africa","Guinea","GIN","Guinea","GIN",2022,4.7,44169987851,1189,2500,-1,-1.13,-0.92,913,11,13859341,913,913,913,1994518.028602
"Guyana_GUY","Guyana","GUY",26735.31988,14294.44415,21046045.0576152,4789783.171,449810.4123417,127.575172424316,0.000233088902755354,262.327606201172,0.00106094203086365,38938.3466213862,0.16,0,6.2317063756426,28.3646245692765,34.5963309449191,"Guyana","GUY","Latin America & Caribbean","Guyana","GUY","Guyana","GUY",2022,57.80022,32868070112,9998,23020,-0.17,-0.4,-0.24,20,1,808726,20,20,20,5347.063976
"Haiti_HTI","Haiti","HTI",15004.3105,6640.1522,2701750.99708412,2247045.908,624811.60587655,25.6868867874146,4.69317669159447e-05,402.175109863281,0.00162653288382446,6603.32418704063,0.007,0,0.704178803120462,24.4050044273627,25.1091832304831,"Haiti","HTI","Latin America & Caribbean","Haiti","HTI","Haiti","HTI",2022,-1.681983975,38289291716,1829,3180,-1.42,-1.25,-2.19,3066,2,11584996,3066,3066,3066,460032.15993
"Hawaii_USA","Hawaii","USA",693.2054312,199.4547403,1672933.3819606,1781603.126,84022.28980852,86.5614910888267,0.000158153993409115,269.698128336066,0.00109075092835469,1889.0749263544,0.013,0,0.109633207197168,0.756114467621911,0.865747674819079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honduras_HND","Honduras","HND",60099.31124,41624.57442,11195173.8289226,2521969.825,1532244.82794849,69.6622848510742,0.000127277943120169,298.928253173828,0.00120896749144104,5949.57972301179,0.021,11,7.64931671756604,72.6581135471571,80.3074302647231,"Honduras","HND","Latin America & Caribbean","Honduras","HND","Honduras","HND",2022,3.997949815,70328920699,2771,5600,-1.07,-1.07,-0.78,379,70,10432860,379,379,379,227776.3895996
"India_IND","India","IND",344617.5713,86728.82438,314517899.609497,29434869.02,8316956.18574429,104.497901201248,0.000190925088858385,296.749671936035,0.00120015656819778,2868567.15903242,7.836,7,65.7961404226134,413.595041712063,479.391182134677,"India","IND","South Asia","India","IND","India","IND",2022,7.002951544,1.19e+13,2256,7220,-0.29,-0.08,0.28,5146,79,1417173173,5146,5146,5146,17734020.219098
"Indonesia_IDN","Indonesia","IDN",2901277.999,740021.2308,188741931.020368,134389256.2,57568296.6222451,197.424133300781,0.000360707916235079,415.169952392578,0.0016790884452594,245391.507622423,0.32,5,1046.51394143797,4871.50236460621,5918.01630604418,"Indonesia","IDN","East Asia & Pacific","Indonesia","IDN","Indonesia","IDN",2022,5.308595005,4.04e+12,4332,12730,-0.43,-0.22,0.38,451,79,275501339,451,451,451,13084763.77549
"Iran_IRN","Iran","IRN",10263.78782,10253.28071,162290255.963917,6512398.186,615029.19268622,24.3949661254883,4.45713360906287e-05,273.313446044922,0.00110537250237732,1364.27442834833,0.016,4,0.457470736488122,11.3453088264633,11.8027795629514,"Iran","IRN","Middle East & North Africa","Iran","IRN","Iran","IRN",2022,2.749166141,1.6e+12,4091,16610,-1.1,-0.95,-0.86,1357,1,88550570,1357,1357,1357,139279.6007174
"Ivory Coast_CIV","Ivory Coast","CIV",5349.629664,1384.627014,32076063.3115222,1778789.267,213401.775111,130.364166259766,0.000238184592618381,188.087478637695,0.000760689713353575,213082.527101124,0.132,5,1.27419936217905,4.06940825565594,5.34360761783499,"Cote d'Ivoire","CIV","Sub-Saharan Africa","Ivory Coast","CIV","Ivory Coast","CIV",2022,6.741330002,1.84e+11,2549,5680,-0.37,-0.63,-0.5,971,11,28160542,971,971,971,51944.90403744
"Jamaica_JAM","Jamaica","JAM",9766.934034,7309.032156,1100341.03026329,907259.0857,305909.86393216,35.5901107788086,6.50256606574089e-05,339.101257324219,0.00137144077904663,3017.54850316141,0.023,3,0.635101338158181,13.394771620486,14.0298729586442,"Jamaica","JAM","Latin America & Caribbean","Jamaica","JAM","Jamaica","JAM",2022,4.2,33424077379,5183,10300,-0.03,-0.17,0.41,2628,29,2827377,2628,2628,2628,256675.02641352
"Japan_JPN","Japan","JPN",1028.719267,978.0037345,37218483.0806891,5380106.536,77473.32924766,147.377212524414,0.000269268636723479,314.549163818359,0.00127214376519714,423.291486006198,0.014,1,0.277001834596266,1.30867880165222,1.58568063624849,"Japan","JPN","East Asia & Pacific","Japan","JPN","Japan","JPN",2022,1.028624866,5.7e+12,39312,44910,1.57,1.58,1.4,NA,19,125124989,379,1,8418,3898.84602193
"Kenya_KEN","Kenya","KEN",54206.9922,11126.87036,58345710.956426,1510283.811,804529.90274238,58.8466555277506,0.000107517020021454,299.799865722656,0.00121249258893677,43601.8014181677,0.148,1,5.82817426567023,65.7255763110531,71.5537505767233,"Kenya","KEN","Sub-Saharan Africa","Kenya","KEN","Kenya","KEN",2022,4.846634856,3.11e+11,2081,5150,-0.71,-0.39,-0.33,186,24,54027487,186,186,186,100825.005492
"Liberia_LBR","Liberia","LBR",18213.5316,5912.71853,9583144.03260078,1509178.52,509620.38254764,97.0079345703125,0.00017724038774842,174.825668334961,0.000707054443473816,3055.41456989488,0.013,3,3.2281734030521,12.8779584491308,16.1061318521829,"Liberia","LBR","Sub-Saharan Africa","Liberia","LBR","Liberia","LBR",2022,4.808113461,9147113351,675,1470,-0.92,-0.93,-1.38,2064,9,5302681,2064,2064,2064,375927.292224
"Madagascar_MDG","Madagascar","MDG",275833.3291,51405.945,59034223.9631815,15568415.44,6869321.65240665,146.754058837891,0.00026813009067036,220.171813964844,0.000890449674090577,28287.8130960314,0.357,6,73.9592155414903,245.615698000414,319.574913541904,"Madagascar","MDG","Sub-Saharan Africa","Madagascar","MDG","Madagascar","MDG",2022,3.796204884,52533215226,500,1600,-0.93,-0.87,-1,294,6,29611714,294,294,294,810949.987554
"Malaysia_MYS","Malaysia","MYS",522709.1542,89028.73362,32948850.0405389,16893067.54,8709183.08684691,167.376118977864,0.000305808059504249,436.833068847656,0.00176670145366333,29168.4947284345,0.141,6,159.848672131009,923.471022568269,1083.31969469928,"Malaysia","MYS","East Asia & Pacific","Malaysia","MYS","Malaysia","MYS",2022,8.694343203,1.13e+12,11109,28280,0.17,0.56,0.99,356,105,33938221,356,356,356,1860844.588952
"Maldives_MDV","Maldives","MDV",97.34406141,20.7633067,29758.7667416294,2123335.75,35639.72206656,86.5614910888267,0.000158153993409115,247.775604248047,0.00100208878728455,0,0,0,0.0153953520466536,0.0975473924476993,0.112942744494353,"Maldives","MDV","South Asia","Maldives","MDV","Maldives","MDV",2022,12.29948647,12975106444,10366,18840,-0.37,-0.17,0.39,NA,11,523787,379,1,8418,368.9339927439
"Marshall Islands_MHL","Marshall Islands","MHL",32.54464654,26.25680244,273870.95555677,2413764.782,5927.375705,86.5614910888267,0.000158153993409115,269.698128336066,0.00109075092835469,0,0,2,0.00514706581438914,0.0354981034264802,0.0406451692408693,"Marshall Islands","MHL","East Asia & Pacific","Marshall Islands","MHL","Marshall Islands","MHL",2022,1.499997063,300454868,6172,7440,0.05,0.24,-1.49,NA,11,41569,379,1,8418,123.3442103866
"Martinique_MTQ","Martinique","MTQ",1944.110108,1896.049402,111769.09391888,392111.4892,155899.29315472,86.5614910888267,0.000158153993409115,253.764022827148,0.00102630798808075,1889.0749263544,0.013,1,0.307468777207226,1.99525573354893,2.30272451075615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania_MRT","Mauritania","MRT",345.9471467,282.4479889,103887526.059611,1151655.711,974.9196519,21.5863418579101,3.94397800335893e-05,46.406494140625,0.000187683640512695,0,0,2,0.0136440793690958,0.0649286199176355,0.0785726992867313,"Mauritania","MRT","Sub-Saharan Africa","Mauritania","MRT","Mauritania","MRT",2022,5.199999994,30425510565,2166,5770,-0.82,-0.67,-0.73,NA,11,4736139,379,1,8418,1311.139685993
